C81 Table

Cl vs alpha & Mach
alpha	M0.1	M0.2	M0.3	M0.4	M0.5	M0.6	M0.7	M0.8
-150.00	  0.4450	  0.4450	  0.4450	  0.4450	  0.4450	  0.4450	  0.4450	  0.4450
-149.00	  0.4515	  0.4515	  0.4515	  0.4515	  0.4515	  0.4515	  0.4515	  0.4515
-148.00	  0.4580	  0.4580	  0.4580	  0.4580	  0.4580	  0.4580	  0.4580	  0.4580
-147.00	  0.4645	  0.4645	  0.4645	  0.4645	  0.4645	  0.4645	  0.4645	  0.4645
-146.00	  0.4710	  0.4710	  0.4710	  0.4710	  0.4710	  0.4710	  0.4710	  0.4710
-145.00	  0.4775	  0.4775	  0.4775	  0.4775	  0.4775	  0.4775	  0.4775	  0.4775
-144.00	  0.4840	  0.4840	  0.4840	  0.4840	  0.4840	  0.4840	  0.4840	  0.4840
-143.00	  0.4905	  0.4905	  0.4905	  0.4905	  0.4905	  0.4905	  0.4905	  0.4905
-142.00	  0.4970	  0.4970	  0.4970	  0.4970	  0.4970	  0.4970	  0.4970	  0.4970
-141.00	  0.5035	  0.5035	  0.5035	  0.5035	  0.5035	  0.5035	  0.5035	  0.5035
-140.00	  0.5100	  0.5100	  0.5100	  0.5100	  0.5100	  0.5100	  0.5100	  0.5100
-139.00	  0.5165	  0.5165	  0.5165	  0.5165	  0.5165	  0.5165	  0.5165	  0.5165
-138.00	  0.5230	  0.5230	  0.5230	  0.5230	  0.5230	  0.5230	  0.5230	  0.5230
-137.00	  0.5295	  0.5295	  0.5295	  0.5295	  0.5295	  0.5295	  0.5295	  0.5295
-136.00	  0.5360	  0.5360	  0.5360	  0.5360	  0.5360	  0.5360	  0.5360	  0.5360
-135.00	  0.5425	  0.5425	  0.5425	  0.5425	  0.5425	  0.5425	  0.5425	  0.5425
-134.00	  0.5490	  0.5490	  0.5490	  0.5490	  0.5490	  0.5490	  0.5490	  0.5490
-133.00	  0.5555	  0.5555	  0.5555	  0.5555	  0.5555	  0.5555	  0.5555	  0.5555
-132.00	  0.5620	  0.5620	  0.5620	  0.5620	  0.5620	  0.5620	  0.5620	  0.5620
-131.00	  0.5685	  0.5685	  0.5685	  0.5685	  0.5685	  0.5685	  0.5685	  0.5685
-130.00	  0.5750	  0.5750	  0.5750	  0.5750	  0.5750	  0.5750	  0.5750	  0.5750
-129.00	  0.5767	  0.5767	  0.5767	  0.5767	  0.5767	  0.5767	  0.5767	  0.5767
-128.00	  0.5783	  0.5783	  0.5783	  0.5783	  0.5783	  0.5783	  0.5783	  0.5783
-127.00	  0.5800	  0.5800	  0.5800	  0.5800	  0.5800	  0.5800	  0.5800	  0.5800
-126.00	  0.5817	  0.5817	  0.5817	  0.5817	  0.5817	  0.5817	  0.5817	  0.5817
-125.00	  0.5833	  0.5833	  0.5833	  0.5833	  0.5833	  0.5833	  0.5833	  0.5833
-124.00	  0.5850	  0.5850	  0.5850	  0.5850	  0.5850	  0.5850	  0.5850	  0.5850
-123.00	  0.5867	  0.5867	  0.5867	  0.5867	  0.5867	  0.5867	  0.5867	  0.5867
-122.00	  0.5883	  0.5883	  0.5883	  0.5883	  0.5883	  0.5883	  0.5883	  0.5883
-121.00	  0.5900	  0.5900	  0.5900	  0.5900	  0.5900	  0.5900	  0.5900	  0.5900
-120.00	  0.5917	  0.5917	  0.5917	  0.5917	  0.5917	  0.5917	  0.5917	  0.5917
-119.00	  0.5933	  0.5933	  0.5933	  0.5933	  0.5933	  0.5933	  0.5933	  0.5933
-118.00	  0.5950	  0.5950	  0.5950	  0.5950	  0.5950	  0.5950	  0.5950	  0.5950
-117.00	  0.5967	  0.5967	  0.5967	  0.5967	  0.5967	  0.5967	  0.5967	  0.5967
-116.00	  0.5983	  0.5983	  0.5983	  0.5983	  0.5983	  0.5983	  0.5983	  0.5983
-115.00	  0.6000	  0.6000	  0.6000	  0.6000	  0.6000	  0.6000	  0.6000	  0.6000
-114.00	  0.5980	  0.5980	  0.5980	  0.5980	  0.5980	  0.5980	  0.5980	  0.5980
-113.00	  0.5960	  0.5960	  0.5960	  0.5960	  0.5960	  0.5960	  0.5960	  0.5960
-112.00	  0.5940	  0.5940	  0.5940	  0.5940	  0.5940	  0.5940	  0.5940	  0.5940
-111.00	  0.5920	  0.5920	  0.5920	  0.5920	  0.5920	  0.5920	  0.5920	  0.5920
-110.00	  0.5900	  0.5900	  0.5900	  0.5900	  0.5900	  0.5900	  0.5900	  0.5900
-109.00	  0.5880	  0.5880	  0.5880	  0.5880	  0.5880	  0.5880	  0.5880	  0.5880
-108.00	  0.5860	  0.5860	  0.5860	  0.5860	  0.5860	  0.5860	  0.5860	  0.5860
-107.00	  0.5840	  0.5840	  0.5840	  0.5840	  0.5840	  0.5840	  0.5840	  0.5840
-106.00	  0.5820	  0.5820	  0.5820	  0.5820	  0.5820	  0.5820	  0.5820	  0.5820
-105.00	  0.5800	  0.5800	  0.5800	  0.5800	  0.5800	  0.5800	  0.5800	  0.5800
-104.00	  0.5780	  0.5780	  0.5780	  0.5780	  0.5780	  0.5780	  0.5780	  0.5780
-103.00	  0.5760	  0.5760	  0.5760	  0.5760	  0.5760	  0.5760	  0.5760	  0.5760
-102.00	  0.5740	  0.5740	  0.5740	  0.5740	  0.5740	  0.5740	  0.5740	  0.5740
-101.00	  0.5720	  0.5720	  0.5720	  0.5720	  0.5720	  0.5720	  0.5720	  0.5720
-100.00	  0.5700	  0.5700	  0.5700	  0.5700	  0.5700	  0.5700	  0.5700	  0.5700
-99.00	  0.5680	  0.5680	  0.5680	  0.5680	  0.5680	  0.5680	  0.5680	  0.5680
-98.00	  0.5660	  0.5660	  0.5660	  0.5660	  0.5660	  0.5660	  0.5660	  0.5660
-97.00	  0.5640	  0.5640	  0.5640	  0.5640	  0.5640	  0.5640	  0.5640	  0.5640
-96.00	  0.5620	  0.5620	  0.5620	  0.5620	  0.5620	  0.5620	  0.5620	  0.5620
-95.00	  0.5600	  0.5600	  0.5600	  0.5600	  0.5600	  0.5600	  0.5600	  0.5600
-94.00	  0.5580	  0.5580	  0.5580	  0.5580	  0.5580	  0.5580	  0.5580	  0.5580
-93.00	  0.5560	  0.5560	  0.5560	  0.5560	  0.5560	  0.5560	  0.5560	  0.5560
-92.00	  0.5540	  0.5540	  0.5540	  0.5540	  0.5540	  0.5540	  0.5540	  0.5540
-91.00	  0.5520	  0.5520	  0.5520	  0.5520	  0.5520	  0.5520	  0.5520	  0.5520
-90.00	  0.5500	  0.5500	  0.5500	  0.5500	  0.5500	  0.5500	  0.5500	  0.5500
-89.00	  0.5450	  0.5450	  0.5450	  0.5450	  0.5450	  0.5450	  0.5450	  0.5450
-88.00	  0.5400	  0.5400	  0.5400	  0.5400	  0.5400	  0.5400	  0.5400	  0.5400
-87.00	  0.5350	  0.5350	  0.5350	  0.5350	  0.5350	  0.5350	  0.5350	  0.5350
-86.00	  0.5300	  0.5300	  0.5300	  0.5300	  0.5300	  0.5300	  0.5300	  0.5300
-85.00	  0.5250	  0.5250	  0.5250	  0.5250	  0.5250	  0.5250	  0.5250	  0.5250
-84.00	  0.5200	  0.5200	  0.5200	  0.5200	  0.5200	  0.5200	  0.5200	  0.5200
-83.00	  0.5150	  0.5150	  0.5150	  0.5150	  0.5150	  0.5150	  0.5150	  0.5150
-82.00	  0.5100	  0.5100	  0.5100	  0.5100	  0.5100	  0.5100	  0.5100	  0.5100
-81.00	  0.5050	  0.5050	  0.5050	  0.5050	  0.5050	  0.5050	  0.5050	  0.5050
-80.00	  0.5000	  0.5000	  0.5000	  0.5000	  0.5000	  0.5000	  0.5000	  0.5000
-79.00	  0.4950	  0.4950	  0.4950	  0.4950	  0.4950	  0.4950	  0.4950	  0.4950
-78.00	  0.4900	  0.4900	  0.4900	  0.4900	  0.4900	  0.4900	  0.4900	  0.4900
-77.00	  0.4850	  0.4850	  0.4850	  0.4850	  0.4850	  0.4850	  0.4850	  0.4850
-76.00	  0.4800	  0.4800	  0.4800	  0.4800	  0.4800	  0.4800	  0.4800	  0.4800
-75.00	  0.4750	  0.4750	  0.4750	  0.4750	  0.4750	  0.4750	  0.4750	  0.4750
-74.00	  0.4700	  0.4700	  0.4700	  0.4700	  0.4700	  0.4700	  0.4700	  0.4700
-73.00	  0.4650	  0.4650	  0.4650	  0.4650	  0.4650	  0.4650	  0.4650	  0.4650
-72.00	  0.4600	  0.4600	  0.4600	  0.4600	  0.4600	  0.4600	  0.4600	  0.4600
-71.00	  0.4550	  0.4550	  0.4550	  0.4550	  0.4550	  0.4550	  0.4550	  0.4550
-70.00	  0.4500	  0.4500	  0.4500	  0.4500	  0.4500	  0.4500	  0.4500	  0.4500
-69.00	  0.4450	  0.4450	  0.4450	  0.4450	  0.4450	  0.4450	  0.4450	  0.4450
-68.00	  0.4400	  0.4400	  0.4400	  0.4400	  0.4400	  0.4400	  0.4400	  0.4400
-67.00	  0.4350	  0.4350	  0.4350	  0.4350	  0.4350	  0.4350	  0.4350	  0.4350
-66.00	  0.4300	  0.4300	  0.4300	  0.4300	  0.4300	  0.4300	  0.4300	  0.4300
-65.00	  0.4250	  0.4250	  0.4250	  0.4250	  0.4250	  0.4250	  0.4250	  0.4250
-64.00	  0.4200	  0.4200	  0.4200	  0.4200	  0.4200	  0.4200	  0.4200	  0.4200
-63.00	  0.4150	  0.4150	  0.4150	  0.4150	  0.4150	  0.4150	  0.4150	  0.4150
-62.00	  0.4100	  0.4100	  0.4100	  0.4100	  0.4100	  0.4100	  0.4100	  0.4100
-61.00	  0.4050	  0.4050	  0.4050	  0.4050	  0.4050	  0.4050	  0.4050	  0.4050
-60.00	  0.4000	  0.4000	  0.4000	  0.4000	  0.4000	  0.4000	  0.4000	  0.4000
-59.00	  0.3930	  0.3930	  0.3930	  0.3930	  0.3930	  0.3930	  0.3930	  0.3930
-58.00	  0.3860	  0.3860	  0.3860	  0.3860	  0.3860	  0.3860	  0.3860	  0.3860
-57.00	  0.3790	  0.3790	  0.3790	  0.3790	  0.3790	  0.3790	  0.3790	  0.3790
-56.00	  0.3720	  0.3720	  0.3720	  0.3720	  0.3720	  0.3720	  0.3720	  0.3720
-55.00	  0.3650	  0.3650	  0.3650	  0.3650	  0.3650	  0.3650	  0.3650	  0.3650
-54.00	  0.3580	  0.3580	  0.3580	  0.3580	  0.3580	  0.3580	  0.3580	  0.3580
-53.00	  0.3510	  0.3510	  0.3510	  0.3510	  0.3510	  0.3510	  0.3510	  0.3510
-52.00	  0.3440	  0.3440	  0.3440	  0.3440	  0.3440	  0.3440	  0.3440	  0.3440
-51.00	  0.3370	  0.3370	  0.3370	  0.3370	  0.3370	  0.3370	  0.3370	  0.3370
-50.00	  0.3300	  0.3300	  0.3300	  0.3300	  0.3300	  0.3300	  0.3300	  0.3300
-49.00	  0.3230	  0.3230	  0.3230	  0.3230	  0.3230	  0.3230	  0.3230	  0.3230
-48.00	  0.3160	  0.3160	  0.3160	  0.3160	  0.3160	  0.3160	  0.3160	  0.3160
-47.00	  0.3090	  0.3090	  0.3090	  0.3090	  0.3090	  0.3090	  0.3090	  0.3090
-46.00	  0.3020	  0.3020	  0.3020	  0.3020	  0.3020	  0.3020	  0.3020	  0.3020
-45.00	  0.2950	  0.2950	  0.2950	  0.2950	  0.2950	  0.2950	  0.2950	  0.2950
-44.00	  0.2880	  0.2880	  0.2880	  0.2880	  0.2880	  0.2880	  0.2880	  0.2880
-43.00	  0.2810	  0.2810	  0.2810	  0.2810	  0.2810	  0.2810	  0.2810	  0.2810
-42.00	  0.2740	  0.2740	  0.2740	  0.2740	  0.2740	  0.2740	  0.2740	  0.2740
-41.00	  0.2670	  0.2670	  0.2670	  0.2670	  0.2670	  0.2670	  0.2670	  0.2670
-40.00	  0.2600	  0.2600	  0.2600	  0.2600	  0.2600	  0.2600	  0.2600	  0.2600
-39.00	  0.2520	  0.2520	  0.2520	  0.2520	  0.2520	  0.2520	  0.2520	  0.2520
-38.00	  0.2440	  0.2440	  0.2440	  0.2440	  0.2440	  0.2440	  0.2440	  0.2440
-37.00	  0.2360	  0.2360	  0.2360	  0.2360	  0.2360	  0.2360	  0.2360	  0.2360
-36.00	  0.2280	  0.2280	  0.2280	  0.2280	  0.2280	  0.2280	  0.2280	  0.2280
-35.00	  0.2200	  0.2200	  0.2200	  0.2200	  0.2200	  0.2200	  0.2200	  0.2200
-34.00	  0.2120	  0.2120	  0.2120	  0.2120	  0.2120	  0.2120	  0.2120	  0.2120
-33.00	  0.2040	  0.2040	  0.2040	  0.2040	  0.2040	  0.2040	  0.2040	  0.2040
-32.00	  0.1960	  0.1960	  0.1960	  0.1960	  0.1960	  0.1960	  0.1960	  0.1960
-31.00	  0.1880	  0.1880	  0.1880	  0.1880	  0.1880	  0.1880	  0.1880	  0.1880
-30.00	  0.1800	  0.1800	  0.1800	  0.1800	  0.1800	  0.1800	  0.1800	  0.1800
-29.00	  0.1746	  0.1746	  0.1746	  0.1746	  0.1746	  0.1746	  0.1746	  0.1746
-28.00	  0.1693	  0.1693	  0.1693	  0.1693	  0.1693	  0.1693	  0.1693	  0.1693
-27.00	  0.1639	  0.1639	  0.1639	  0.1639	  0.1639	  0.1639	  0.1639	  0.1639
-26.00	  0.1586	  0.1586	  0.1586	  0.1586	  0.1586	  0.1586	  0.1586	  0.1586
-25.00	  0.1532	  0.1532	  0.1532	  0.1532	  0.1532	  0.1532	  0.1532	  0.1532
-24.00	  0.1479	  0.1479	  0.1479	  0.1479	  0.1479	  0.1479	  0.1479	  0.1479
-23.00	  0.1425	  0.1425	  0.1425	  0.1425	  0.1425	  0.1425	  0.1425	  0.1425
-22.00	  0.1371	  0.1371	  0.1371	  0.1371	  0.1371	  0.1371	  0.1371	  0.1371
-21.00	  0.1318	  0.1318	  0.1318	  0.1318	  0.1318	  0.1318	  0.1318	  0.1318
-20.00	  0.1264	  0.1264	  0.1264	  0.1264	  0.1264	  0.1264	  0.1264	  0.1264
-19.00	  0.1184	  0.1184	  0.1184	  0.1181	  0.1189	  0.1194	  0.1211	  0.1211
-18.00	  0.1059	  0.1059	  0.1059	  0.1045	  0.1077	  0.1095	  0.1157	  0.1157
-17.00	  0.0903	  0.0903	  0.0903	  0.0873	  0.0943	  0.0981	  0.1104	  0.1104
-16.00	  0.0732	  0.0732	  0.0732	  0.0683	  0.0799	  0.0863	  0.1050	  0.1050
-15.00	  0.0542	  0.0542	  0.0542	  0.0472	  0.0640	  0.0731	  0.0948	  0.0982
-14.00	  0.0382	  0.0382	  0.0382	  0.0289	  0.0510	  0.0629	  0.0845	  0.0915
-13.00	  0.0260	  0.0260	  0.0260	  0.0148	  0.0415	  0.0561	  0.0718	  0.0830
-12.00	  0.0180	  0.0180	  0.0180	  0.0053	  0.0357	  0.0524	  0.0553	  0.0720
-11.00	  0.0139	  0.0139	  0.0139	  0.0002	  0.0329	  0.0510	  0.0371	  0.0599
-10.00	  0.0128	  0.0128	  0.0128	 -0.0013	  0.0323	  0.0509	  0.0191	  0.0478
 -9.00	  0.0006	  0.0006	  0.0006	 -0.0203	  0.0076	  0.0365	  0.0031	  0.0370
 -8.00	 -0.0085	 -0.0085	 -0.0085	 -0.0258	 -0.0150	  0.0180	 -0.0098	  0.0282
 -7.00	 -0.0115	 -0.0115	 -0.0115	 -0.0188	 -0.0229	 -0.0034	 -0.0189	  0.0220
 -6.00	 -0.0106	 -0.0106	 -0.0106	 -0.0128	 -0.0194	 -0.0193	 -0.0243	  0.0183
 -5.00	 -0.0107	 -0.0107	 -0.0107	 -0.0121	 -0.0154	 -0.0231	 -0.0266	  0.0166
 -4.00	 -0.0114	 -0.0114	 -0.0114	 -0.0125	 -0.0140	 -0.0205	 -0.0271	  0.0163
 -3.00	 -0.0120	 -0.0120	 -0.0120	 -0.0129	 -0.0140	 -0.0178	 -0.0232	  0.0118
 -2.00	 -0.0127	 -0.0127	 -0.0127	 -0.0134	 -0.0142	 -0.0166	 -0.0182	 -0.0134
 -1.00	 -0.0134	 -0.0134	 -0.0134	 -0.0141	 -0.0147	 -0.0166	 -0.0153	 -0.0244
  0.00	 -0.0140	 -0.0140	 -0.0140	 -0.0149	 -0.0152	 -0.0169	 -0.0143	 -0.0284
  1.00	 -0.0146	 -0.0146	 -0.0146	 -0.0157	 -0.0158	 -0.0171	 -0.0130	 -0.0434
  2.00	 -0.0152	 -0.0152	 -0.0152	 -0.0164	 -0.0162	 -0.0166	 -0.0105	 -0.0628
  3.00	 -0.0157	 -0.0157	 -0.0157	 -0.0170	 -0.0163	 -0.0149	 -0.0093	 -0.0664
  4.00	 -0.0160	 -0.0160	 -0.0160	 -0.0173	 -0.0159	 -0.0113	 -0.0130	 -0.0649
  5.00	 -0.0163	 -0.0163	 -0.0163	 -0.0174	 -0.0144	 -0.0069	 -0.0215	 -0.0659
  6.00	 -0.0163	 -0.0163	 -0.0163	 -0.0170	 -0.0109	 -0.0047	 -0.0314	 -0.0698
  7.00	 -0.0160	 -0.0160	 -0.0160	 -0.0160	 -0.0050	 -0.0098	 -0.0434	 -0.0767
  8.00	 -0.0154	 -0.0154	 -0.0154	 -0.0142	  0.0015	 -0.0264	 -0.0555	 -0.0860
  9.00	 -0.0144	 -0.0144	 -0.0144	 -0.0109	  0.0022	 -0.0466	 -0.0666	 -0.0969
 10.00	 -0.0128	 -0.0128	 -0.0128	 -0.0058	 -0.0098	 -0.0628	 -0.0768	 -0.1090
 11.00	 -0.0104	 -0.0104	 -0.0104	 -0.0007	 -0.0300	 -0.0748	 -0.0864	 -0.1217
 12.00	 -0.0068	 -0.0068	 -0.0068	 -0.0015	 -0.0505	 -0.0843	 -0.0955	 -0.1340
 13.00	 -0.0038	 -0.0038	 -0.0038	 -0.0122	 -0.0679	 -0.0929	 -0.1043	 -0.1453
 14.00	 -0.0053	 -0.0053	 -0.0053	 -0.0333	 -0.0816	 -0.1010	 -0.1128	 -0.1556
 15.00	 -0.0164	 -0.0164	 -0.0164	 -0.0570	 -0.0928	 -0.1088	 -0.1211	 -0.1654
 16.00	 -0.0408	 -0.0408	 -0.0408	 -0.0777	 -0.1025	 -0.1165	 -0.1292	 -0.1741
 17.00	 -0.0672	 -0.0672	 -0.0672	 -0.0921	 -0.1108	 -0.1234	 -0.1370	 -0.1822
 18.00	 -0.0862	 -0.0862	 -0.0862	 -0.1024	 -0.1182	 -0.1307	 -0.1457	 -0.1896
 19.00	 -0.1010	 -0.1010	 -0.1010	 -0.1111	 -0.1249	 -0.1398	 -0.1490	 -0.1954
 20.00	 -0.1113	 -0.1113	 -0.1113	 -0.1188	 -0.1310	 -0.1575	 -0.1576	 -0.1989
 21.00	 -0.1117	 -0.1117	 -0.1117	 -0.1192	 -0.1313	 -0.1576	 -0.1582	 -0.1996
 22.00	 -0.1141	 -0.1141	 -0.1141	 -0.1214	 -0.1329	 -0.1581	 -0.1600	 -0.2002
 23.00	 -0.1197	 -0.1197	 -0.1197	 -0.1263	 -0.1368	 -0.1596	 -0.1623	 -0.1992
 24.00	 -0.1294	 -0.1294	 -0.1294	 -0.1348	 -0.1434	 -0.1623	 -0.1645	 -0.1950
 25.00	 -0.1431	 -0.1431	 -0.1431	 -0.1469	 -0.1530	 -0.1663	 -0.1663	 -0.1870
 26.00	 -0.1580	 -0.1580	 -0.1580	 -0.1606	 -0.1648	 -0.1740	 -0.1740	 -0.1883
 27.00	 -0.1740	 -0.1740	 -0.1740	 -0.1756	 -0.1781	 -0.1836	 -0.1836	 -0.1921
 28.00	 -0.1897	 -0.1897	 -0.1897	 -0.1904	 -0.1916	 -0.1941	 -0.1941	 -0.1981
 29.00	 -0.2034	 -0.2034	 -0.2034	 -0.2035	 -0.2038	 -0.2045	 -0.2045	 -0.2055
 30.00	 -0.2133	 -0.2133	 -0.2133	 -0.2133	 -0.2133	 -0.2133	 -0.2133	 -0.2133
 31.00	 -0.2210	 -0.2210	 -0.2210	 -0.2210	 -0.2210	 -0.2210	 -0.2210	 -0.2210
 32.00	 -0.2287	 -0.2287	 -0.2287	 -0.2287	 -0.2287	 -0.2287	 -0.2287	 -0.2287
 33.00	 -0.2363	 -0.2363	 -0.2363	 -0.2363	 -0.2363	 -0.2363	 -0.2363	 -0.2363
 34.00	 -0.2440	 -0.2440	 -0.2440	 -0.2440	 -0.2440	 -0.2440	 -0.2440	 -0.2440
 35.00	 -0.2517	 -0.2517	 -0.2517	 -0.2517	 -0.2517	 -0.2517	 -0.2517	 -0.2517
 36.00	 -0.2593	 -0.2593	 -0.2593	 -0.2593	 -0.2593	 -0.2593	 -0.2593	 -0.2593
 37.00	 -0.2670	 -0.2670	 -0.2670	 -0.2670	 -0.2670	 -0.2670	 -0.2670	 -0.2670
 38.00	 -0.2747	 -0.2747	 -0.2747	 -0.2747	 -0.2747	 -0.2747	 -0.2747	 -0.2747
 39.00	 -0.2823	 -0.2823	 -0.2823	 -0.2823	 -0.2823	 -0.2823	 -0.2823	 -0.2823
 40.00	 -0.2900	 -0.2900	 -0.2900	 -0.2900	 -0.2900	 -0.2900	 -0.2900	 -0.2900
 41.00	 -0.2970	 -0.2970	 -0.2970	 -0.2970	 -0.2970	 -0.2970	 -0.2970	 -0.2970
 42.00	 -0.3040	 -0.3040	 -0.3040	 -0.3040	 -0.3040	 -0.3040	 -0.3040	 -0.3040
 43.00	 -0.3110	 -0.3110	 -0.3110	 -0.3110	 -0.3110	 -0.3110	 -0.3110	 -0.3110
 44.00	 -0.3180	 -0.3180	 -0.3180	 -0.3180	 -0.3180	 -0.3180	 -0.3180	 -0.3180
 45.00	 -0.3250	 -0.3250	 -0.3250	 -0.3250	 -0.3250	 -0.3250	 -0.3250	 -0.3250
 46.00	 -0.3320	 -0.3320	 -0.3320	 -0.3320	 -0.3320	 -0.3320	 -0.3320	 -0.3320
 47.00	 -0.3390	 -0.3390	 -0.3390	 -0.3390	 -0.3390	 -0.3390	 -0.3390	 -0.3390
 48.00	 -0.3460	 -0.3460	 -0.3460	 -0.3460	 -0.3460	 -0.3460	 -0.3460	 -0.3460
 49.00	 -0.3530	 -0.3530	 -0.3530	 -0.3530	 -0.3530	 -0.3530	 -0.3530	 -0.3530
 50.00	 -0.3600	 -0.3600	 -0.3600	 -0.3600	 -0.3600	 -0.3600	 -0.3600	 -0.3600
 51.00	 -0.3670	 -0.3670	 -0.3670	 -0.3670	 -0.3670	 -0.3670	 -0.3670	 -0.3670
 52.00	 -0.3740	 -0.3740	 -0.3740	 -0.3740	 -0.3740	 -0.3740	 -0.3740	 -0.3740
 53.00	 -0.3810	 -0.3810	 -0.3810	 -0.3810	 -0.3810	 -0.3810	 -0.3810	 -0.3810
 54.00	 -0.3880	 -0.3880	 -0.3880	 -0.3880	 -0.3880	 -0.3880	 -0.3880	 -0.3880
 55.00	 -0.3950	 -0.3950	 -0.3950	 -0.3950	 -0.3950	 -0.3950	 -0.3950	 -0.3950
 56.00	 -0.4020	 -0.4020	 -0.4020	 -0.4020	 -0.4020	 -0.4020	 -0.4020	 -0.4020
 57.00	 -0.4090	 -0.4090	 -0.4090	 -0.4090	 -0.4090	 -0.4090	 -0.4090	 -0.4090
 58.00	 -0.4160	 -0.4160	 -0.4160	 -0.4160	 -0.4160	 -0.4160	 -0.4160	 -0.4160
 59.00	 -0.4230	 -0.4230	 -0.4230	 -0.4230	 -0.4230	 -0.4230	 -0.4230	 -0.4230
 60.00	 -0.4300	 -0.4300	 -0.4300	 -0.4300	 -0.4300	 -0.4300	 -0.4300	 -0.4300
 61.00	 -0.4350	 -0.4350	 -0.4350	 -0.4350	 -0.4350	 -0.4350	 -0.4350	 -0.4350
 62.00	 -0.4400	 -0.4400	 -0.4400	 -0.4400	 -0.4400	 -0.4400	 -0.4400	 -0.4400
 63.00	 -0.4450	 -0.4450	 -0.4450	 -0.4450	 -0.4450	 -0.4450	 -0.4450	 -0.4450
 64.00	 -0.4500	 -0.4500	 -0.4500	 -0.4500	 -0.4500	 -0.4500	 -0.4500	 -0.4500
 65.00	 -0.4550	 -0.4550	 -0.4550	 -0.4550	 -0.4550	 -0.4550	 -0.4550	 -0.4550
 66.00	 -0.4600	 -0.4600	 -0.4600	 -0.4600	 -0.4600	 -0.4600	 -0.4600	 -0.4600
 67.00	 -0.4650	 -0.4650	 -0.4650	 -0.4650	 -0.4650	 -0.4650	 -0.4650	 -0.4650
 68.00	 -0.4700	 -0.4700	 -0.4700	 -0.4700	 -0.4700	 -0.4700	 -0.4700	 -0.4700
 69.00	 -0.4750	 -0.4750	 -0.4750	 -0.4750	 -0.4750	 -0.4750	 -0.4750	 -0.4750
 70.00	 -0.4800	 -0.4800	 -0.4800	 -0.4800	 -0.4800	 -0.4800	 -0.4800	 -0.4800
 71.00	 -0.4850	 -0.4850	 -0.4850	 -0.4850	 -0.4850	 -0.4850	 -0.4850	 -0.4850
 72.00	 -0.4900	 -0.4900	 -0.4900	 -0.4900	 -0.4900	 -0.4900	 -0.4900	 -0.4900
 73.00	 -0.4950	 -0.4950	 -0.4950	 -0.4950	 -0.4950	 -0.4950	 -0.4950	 -0.4950
 74.00	 -0.5000	 -0.5000	 -0.5000	 -0.5000	 -0.5000	 -0.5000	 -0.5000	 -0.5000
 75.00	 -0.5050	 -0.5050	 -0.5050	 -0.5050	 -0.5050	 -0.5050	 -0.5050	 -0.5050
 76.00	 -0.5100	 -0.5100	 -0.5100	 -0.5100	 -0.5100	 -0.5100	 -0.5100	 -0.5100
 77.00	 -0.5150	 -0.5150	 -0.5150	 -0.5150	 -0.5150	 -0.5150	 -0.5150	 -0.5150
 78.00	 -0.5200	 -0.5200	 -0.5200	 -0.5200	 -0.5200	 -0.5200	 -0.5200	 -0.5200
 79.00	 -0.5250	 -0.5250	 -0.5250	 -0.5250	 -0.5250	 -0.5250	 -0.5250	 -0.5250
 80.00	 -0.5300	 -0.5300	 -0.5300	 -0.5300	 -0.5300	 -0.5300	 -0.5300	 -0.5300
 81.00	 -0.5350	 -0.5350	 -0.5350	 -0.5350	 -0.5350	 -0.5350	 -0.5350	 -0.5350
 82.00	 -0.5400	 -0.5400	 -0.5400	 -0.5400	 -0.5400	 -0.5400	 -0.5400	 -0.5400
 83.00	 -0.5450	 -0.5450	 -0.5450	 -0.5450	 -0.5450	 -0.5450	 -0.5450	 -0.5450
 84.00	 -0.5500	 -0.5500	 -0.5500	 -0.5500	 -0.5500	 -0.5500	 -0.5500	 -0.5500
 85.00	 -0.5550	 -0.5550	 -0.5550	 -0.5550	 -0.5550	 -0.5550	 -0.5550	 -0.5550
 86.00	 -0.5600	 -0.5600	 -0.5600	 -0.5600	 -0.5600	 -0.5600	 -0.5600	 -0.5600
 87.00	 -0.5650	 -0.5650	 -0.5650	 -0.5650	 -0.5650	 -0.5650	 -0.5650	 -0.5650
 88.00	 -0.5700	 -0.5700	 -0.5700	 -0.5700	 -0.5700	 -0.5700	 -0.5700	 -0.5700
 89.00	 -0.5750	 -0.5750	 -0.5750	 -0.5750	 -0.5750	 -0.5750	 -0.5750	 -0.5750
 90.00	 -0.5800	 -0.5800	 -0.5800	 -0.5800	 -0.5800	 -0.5800	 -0.5800	 -0.5800
 91.00	 -0.5820	 -0.5820	 -0.5820	 -0.5820	 -0.5820	 -0.5820	 -0.5820	 -0.5820
 92.00	 -0.5840	 -0.5840	 -0.5840	 -0.5840	 -0.5840	 -0.5840	 -0.5840	 -0.5840
 93.00	 -0.5860	 -0.5860	 -0.5860	 -0.5860	 -0.5860	 -0.5860	 -0.5860	 -0.5860
 94.00	 -0.5880	 -0.5880	 -0.5880	 -0.5880	 -0.5880	 -0.5880	 -0.5880	 -0.5880
 95.00	 -0.5900	 -0.5900	 -0.5900	 -0.5900	 -0.5900	 -0.5900	 -0.5900	 -0.5900
 96.00	 -0.5920	 -0.5920	 -0.5920	 -0.5920	 -0.5920	 -0.5920	 -0.5920	 -0.5920
